Temp./°C;C1_S3;C1_S5;C2_S3;C2_S5;C3_S3;C3_S5;C4_S3;C4_S5;C5_S3;C5_S5;C6_S3;C6_S5;C7_S3;C7_S5;C8_S3;C8_S5;C9_S3;C9_S5;C10_S3;C10_S5
201.34483;     -0.40873;      0.41677;     -0.40115;0.38329;     -0.40619;0.41062;     -0.38913;0.37468;     -0.40761;0.4007;     -0.43273;0.43824;     -0.42575;0.37501;     -0.45249;0.43314;     -0.45021;0.46366;     -0.43508;0.44196
202.34483;     -0.40892;      0.41751;     -0.40162;0.38377;     -0.40651;0.41117;     -0.38949;0.37516;     -0.40801;0.40124;     -0.43303;0.43887;     -0.42629;0.37551;     -0.45291;0.43372;     -0.45058;0.46421;     -0.43546;0.44253
203.34483;     -0.40896;      0.41802;     -0.40208;0.38428;     -0.40687;0.41174;     -0.38989;0.37575;     -0.40844;0.40176;     -0.43335;0.43951;     -0.42675;0.37603;     -0.45335;0.43429;     -0.45100;0.46475;     -0.43592;0.44313
204.34483;     -0.40951;      0.41862;     -0.40249;0.3848;     -0.40723;0.41235;     -0.39031;0.37634;     -0.40883;0.4023;     -0.43368;0.44012;     -0.42724;0.3766;     -0.45383;0.43488;     -0.45141;0.46538;     -0.43636;0.44374
205.34483;     -0.41003;      0.41918;     -0.40292;0.38535;     -0.40757;0.413;     -0.39068;0.37693;     -0.40925;0.40285;     -0.43401;0.44071;     -0.42776;0.37716;     -0.45431;0.43553;     -0.45187;0.46601;     -0.43686;0.44432
206.34483;     -0.41033;      0.41970;     -0.40329;0.38592;     -0.40794;0.41363;     -0.39105;0.37751;     -0.40962;0.40339;     -0.43434;0.44134;     -0.42821;0.3777;     -0.45481;0.43619;     -0.45235;0.46668;     -0.43729;0.44488
207.34483;     -0.41017;      0.42053;     -0.40364;0.38651;     -0.40826;0.41424;     -0.39144;0.37805;     -0.41004;0.40396;     -0.43466;0.44193;     -0.42876;0.37826;     -0.45534;0.43686;     -0.45278;0.46739;     -0.43759;0.44549
208.34483;     -0.41048;      0.42122;     -0.40398;0.38712;     -0.40858;0.41489;     -0.39181;0.3786;     -0.41042;0.40452;     -0.43499;0.44257;     -0.42930;0.37877;     -0.45582;0.43751;     -0.45324;0.4681;     -0.43788;0.44614
209.34483;     -0.41069;      0.42189;     -0.40428;0.38768;     -0.40877;0.41554;     -0.39215;0.37916;     -0.41073;0.40505;     -0.43532;0.44322;     -0.42986;0.37939;     -0.45635;0.43819;     -0.45363;0.46886;     -0.43820;0.44685
210.34483;     -0.41131;      0.42251;     -0.40463;0.38821;     -0.40913;0.4162;     -0.39248;0.3797;     -0.41111;0.40562;     -0.43560;0.44385;     -0.43047;0.38005;     -0.45683;0.43889;     -0.45397;0.46964;     -0.43840;0.44762
211.34483;     -0.41161;      0.42296;     -0.40500;0.38869;     -0.40945;0.41688;     -0.39285;0.38026;     -0.41144;0.4062;     -0.43589;0.44455;     -0.43106;0.38066;     -0.45732;0.43963;     -0.45433;0.47046;     -0.43861;0.44841
212.34483;     -0.41164;      0.42379;     -0.40537;0.38914;     -0.40995;0.41754;     -0.39322;0.38081;     -0.41180;0.4068;     -0.43617;0.44524;     -0.43164;0.3813;     -0.45784;0.4404;     -0.45464;0.47132;     -0.43912;0.44927
213.34483;     -0.41180;      0.42447;     -0.40579;0.38964;     -0.41055;0.41818;     -0.39360;0.38141;     -0.41219;0.40742;     -0.43642;0.44594;     -0.43218;0.38197;     -0.45831;0.44119;     -0.45498;0.47224;     -0.43923;0.45015
214.34483;     -0.41227;      0.42526;     -0.40619;0.39023;     -0.41100;0.41882;     -0.39406;0.38208;     -0.41259;0.40808;     -0.43666;0.44665;     -0.43269;0.38265;     -0.45883;0.44201;     -0.45534;0.47319;     -0.43938;0.45109
215.34483;     -0.41308;      0.42606;     -0.40656;0.39084;     -0.41147;0.41945;     -0.39449;0.38275;     -0.41299;0.40874;     -0.43691;0.44736;     -0.43316;0.38348;     -0.45935;0.44286;     -0.45571;0.47419;     -0.43960;0.45205
216.34483;     -0.41322;      0.42648;     -0.40697;0.39146;     -0.41179;0.42008;     -0.39493;0.38344;     -0.41336;0.40943;     -0.43720;0.4481;     -0.43355;0.38442;     -0.45989;0.44372;     -0.45612;0.47524;     -0.43959;0.45301
217.34483;     -0.41336;      0.42708;     -0.40739;0.3921;     -0.41213;0.42075;     -0.39538;0.38412;     -0.41374;0.41017;     -0.43746;0.44886;     -0.43397;0.38534;     -0.46044;0.44458;     -0.45649;0.47638;     -0.44000;0.45397
218.34483;     -0.41355;      0.42781;     -0.40768;0.39273;     -0.41248;0.42148;     -0.39582;0.38478;     -0.41410;0.41091;     -0.43777;0.44967;     -0.43443;0.38627;     -0.46101;0.44548;     -0.45687;0.47757;     -0.44042;0.45489
219.34483;     -0.41398;      0.42835;     -0.40823;0.39347;     -0.41285;0.42224;     -0.39626;0.38546;     -0.41442;0.41166;     -0.43808;0.45052;     -0.43487;0.38717;     -0.46152;0.44638;     -0.45723;0.47885;     -0.44085;0.45584
220.34483;     -0.41464;      0.42905;     -0.40889;0.39428;     -0.41322;0.42302;     -0.39666;0.38615;     -0.41476;0.41239;     -0.43841;0.45142;     -0.43541;0.38804;     -0.46201;0.44735;     -0.45762;0.48019;     -0.44121;0.45687
221.34483;     -0.41505;      0.42992;     -0.40951;0.39508;     -0.41358;0.42382;     -0.39710;0.38686;     -0.41510;0.41309;     -0.43877;0.45241;     -0.43598;0.38894;     -0.46250;0.44838;     -0.45806;0.48156;     -0.44164;0.45796
222.34483;     -0.41487;      0.43080;     -0.41034;0.39587;     -0.41397;0.42463;     -0.39748;0.38766;     -0.41543;0.41385;     -0.43917;0.45342;     -0.43652;0.39009;     -0.46300;0.4495;     -0.45850;0.48315;     -0.44208;0.45918
223.34483;     -0.41486;      0.43179;     -0.41074;0.39661;     -0.41437;0.42553;     -0.39783;0.38846;     -0.41581;0.41472;     -0.43954;0.45451;     -0.43714;0.39149;     -0.46348;0.45077;     -0.45895;0.48497;     -0.44251;0.46054
224.34483;     -0.41564;      0.43254;     -0.41108;0.39736;     -0.41472;0.42659;     -0.39821;0.38927;     -0.41617;0.41581;     -0.43990;0.45572;     -0.43774;0.39323;     -0.46396;0.45213;     -0.45938;0.48731;     -0.44291;0.46199
225.34483;     -0.41654;      0.43339;     -0.41145;0.39813;     -0.41508;0.42785;     -0.39861;0.3904;     -0.41656;0.41708;     -0.44025;0.45699;     -0.43833;0.39504;     -0.46443;0.45358;     -0.45978;0.49032;     -0.44330;0.46357
226.34483;     -0.41652;      0.43427;     -0.41180;0.39891;     -0.41540;0.4292;     -0.39904;0.39205;     -0.41696;0.41843;     -0.44056;0.45842;     -0.43890;0.3967;     -0.46490;0.45515;     -0.46016;0.49361;     -0.44373;0.46525
227.34483;     -0.41668;      0.43523;     -0.41213;0.39968;     -0.41569;0.43052;     -0.39945;0.39384;     -0.41732;0.41969;     -0.44085;0.45995;     -0.43943;0.39825;     -0.46537;0.45682;     -0.46050;0.49724;     -0.44414;0.46699
228.34483;     -0.41707;      0.43638;     -0.41252;0.40042;     -0.41598;0.43166;     -0.39987;0.39524;     -0.41773;0.42065;     -0.44111;0.46156;     -0.44000;0.39959;     -0.46587;0.45866;     -0.46081;0.49995;     -0.44459;0.46894
229.34483;     -0.41746;      0.43750;     -0.41290;0.40115;     -0.41626;0.43238;     -0.40028;0.39628;     -0.41808;0.42131;     -0.44138;0.46333;     -0.44050;0.40091;     -0.46642;0.46057;     -0.46113;0.50178;     -0.44505;0.47103
230.34483;     -0.41801;      0.43866;     -0.41328;0.40202;     -0.41656;0.43277;     -0.40062;0.39651;     -0.41842;0.42176;     -0.44165;0.46517;     -0.44098;0.40235;     -0.46700;0.46252;     -0.46144;0.50303;     -0.44546;0.47325
231.34483;     -0.41812;      0.43998;     -0.41372;0.40306;     -0.41683;0.43304;     -0.40095;0.39623;     -0.41879;0.42215;     -0.44192;0.46703;     -0.44150;0.40385;     -0.46753;0.46437;     -0.46183;0.50417;     -0.44589;0.47545
232.34483;     -0.41843;      0.44137;     -0.41413;0.40424;     -0.41713;0.43337;     -0.40130;0.3964;     -0.41916;0.4226;     -0.44223;0.46873;     -0.44198;0.4053;     -0.46801;0.4661;     -0.46222;0.50577;     -0.44626;0.47749
233.34483;     -0.41916;      0.44175;     -0.41455;0.40548;     -0.41744;0.43388;     -0.40162;0.39718;     -0.41952;0.42321;     -0.44254;0.47011;     -0.44248;0.40672;     -0.46850;0.46774;     -0.46258;0.5074;     -0.44666;0.47922
234.34483;     -0.41961;      0.44235;     -0.41497;0.40672;     -0.41772;0.43455;     -0.40193;0.39806;     -0.41986;0.42382;     -0.44289;0.47106;     -0.44301;0.40792;     -0.46892;0.46938;     -0.46299;0.50894;     -0.44703;0.48056
235.34483;     -0.42014;      0.44296;     -0.41538;0.40772;     -0.41804;0.43524;     -0.40226;0.39864;     -0.42020;0.42436;     -0.44323;0.47168;     -0.44355;0.40882;     -0.46940;0.47092;     -0.46332;0.51034;     -0.44738;0.48165
236.34483;     -0.42021;      0.44351;     -0.41580;0.4082;     -0.41837;0.43588;     -0.40257;0.39916;     -0.42051;0.42485;     -0.44355;0.47229;     -0.44409;0.4095;     -0.46988;0.47236;     -0.46365;0.51153;     -0.44776;0.48265
237.34483;     -0.42032;      0.44432;     -0.41622;0.40824;     -0.41871;0.43646;     -0.40291;0.39974;     -0.42082;0.42528;     -0.44389;0.47305;     -0.44461;0.41029;     -0.47035;0.47349;     -0.46400;0.51258;     -0.44816;0.48389
238.34483;     -0.42097;      0.44527;     -0.41664;0.40805;     -0.41905;0.43701;     -0.40324;0.40038;     -0.42118;0.42564;     -0.44421;0.47407;     -0.44520;0.41124;     -0.47086;0.47447;     -0.46433;0.51354;     -0.44858;0.48556
239.34483;     -0.42165;      0.44643;     -0.41706;0.4079;     -0.41936;0.43753;     -0.40365;0.40117;     -0.42153;0.42588;     -0.44454;0.47516;     -0.44580;0.41216;     -0.47137;0.47545;     -0.46465;0.51448;     -0.44899;0.48742
240.34483;     -0.42142;      0.44739;     -0.41745;0.40783;     -0.41970;0.43797;     -0.40406;0.40208;     -0.42188;0.42591;     -0.44491;0.47632;     -0.44634;0.41353;     -0.47191;0.47633;     -0.46497;0.51535;     -0.44942;0.48977
241.34483;     -0.42144;      0.44805;     -0.41785;0.40803;     -0.41999;0.43818;     -0.40442;0.40275;     -0.42226;0.42563;     -0.44524;0.47727;     -0.44687;0.41473;     -0.47243;0.47691;     -0.46531;0.51613;     -0.44981;0.49272
242.34483;     -0.42169;      0.44848;     -0.41826;0.40805;     -0.42029;0.438;     -0.40481;0.40257;     -0.42263;0.42524;     -0.44558;0.47758;     -0.44738;0.41485;     -0.47291;0.47746;     -0.46567;0.51714;     -0.45017;0.49499
243.34483;     -0.42236;      0.44813;     -0.41865;0.40755;     -0.42060;0.43756;     -0.40515;0.40188;     -0.42300;0.42482;     -0.44592;0.47693;     -0.44787;0.41392;     -0.47342;0.47771;     -0.46604;0.51757;     -0.45056;0.49559
244.34483;     -0.42282;      0.44758;     -0.41907;0.40655;     -0.42088;0.43707;     -0.40548;0.40118;     -0.42337;0.42441;     -0.44622;0.47553;     -0.44845;0.41164;     -0.47389;0.47734;     -0.46647;0.5163;     -0.45094;0.49382
245.34483;     -0.42292;      0.44674;     -0.41943;0.40551;     -0.42118;0.43677;     -0.40583;0.40064;     -0.42370;0.42404;     -0.44653;0.47369;     -0.44900;0.40856;     -0.47438;0.47467;     -0.46692;0.51342;     -0.45128;0.48993
246.34483;     -0.42300;      0.44594;     -0.41979;0.40479;     -0.42150;0.43657;     -0.40620;0.4001;     -0.42404;0.4237;     -0.44682;0.47165;     -0.44954;0.40577;     -0.47491;0.47094;     -0.46736;0.50932;     -0.45162;0.48537
247.34483;     -0.42333;      0.44527;     -0.42016;0.40479;     -0.42183;0.43637;     -0.40661;0.39937;     -0.42436;0.42342;     -0.44711;0.46952;     -0.45004;0.40276;     -0.47541;0.46681;     -0.46780;0.50546;     -0.45191;0.48087
248.34483;     -0.42380;      0.44495;     -0.42049;0.40516;     -0.42217;0.43616;     -0.40696;0.39883;     -0.42464;0.42331;     -0.44740;0.46759;     -0.45055;0.40043;     -0.47591;0.46358;     -0.46820;0.5029;     -0.45218;0.47716
249.34483;     -0.42447;      0.44513;     -0.42085;0.40536;     -0.42248;0.43617;     -0.40727;0.3988;     -0.42498;0.42339;     -0.44765;0.46616;     -0.45110;0.39836;     -0.47641;0.4613;     -0.46856;0.50122;     -0.45246;0.47455
250.34483;     -0.42436;      0.44491;     -0.42121;0.40537;     -0.42275;0.43653;     -0.40762;0.39927;     -0.42528;0.42359;     -0.44794;0.46534;     -0.45161;0.39641;     -0.47686;0.46078;     -0.46888;0.50013;     -0.45276;0.47243
251.34483;     -0.42437;      0.44526;     -0.42151;0.40562;     -0.42300;0.43697;     -0.40787;0.39962;     -0.42555;0.4239;     -0.44817;0.46504;     -0.45211;0.39527;     -0.47733;0.45895;     -0.46920;0.49917;     -0.45310;0.47058
252.34483;     -0.42482;      0.44560;     -0.42184;0.40605;     -0.42321;0.43741;     -0.40814;0.39997;     -0.42585;0.42426;     -0.44840;0.465;     -0.45261;0.39471;     -0.47781;0.45821;     -0.46956;0.49832;     -0.45343;0.4695
253.34483;     -0.42505;      0.44658;     -0.42216;0.40649;     -0.42342;0.43782;     -0.40843;0.40049;     -0.42612;0.42466;     -0.44866;0.46514;     -0.45315;0.39478;     -0.47831;0.45727;     -0.46989;0.49839;     -0.45375;0.46997
254.34483;     -0.42559;      0.44797;     -0.42249;0.40684;     -0.42366;0.43829;     -0.40867;0.40085;     -0.42639;0.4251;     -0.44892;0.46553;     -0.45374;0.39507;     -0.47884;0.45743;     -0.47026;0.49872;     -0.45410;0.47
255.34483;     -0.42541;      0.44925;     -0.42285;0.40734;     -0.42387;0.43873;     -0.40893;0.40117;     -0.42668;0.42552;     -0.44920;0.46606;     -0.45433;0.39512;     -0.47937;0.45837;     -0.47062;0.49905;     -0.45443;0.47051
256.34483;     -0.42527;      0.44987;     -0.42323;0.40796;     -0.42411;0.43913;     -0.40917;0.4015;     -0.42699;0.426;     -0.44947;0.4665;     -0.45496;0.39563;     -0.47988;0.45873;     -0.47095;0.49932;     -0.45477;0.47076
257.34483;     -0.42556;      0.44960;     -0.42364;0.40851;     -0.42436;0.43954;     -0.40947;0.40188;     -0.42731;0.42649;     -0.44975;0.46692;     -0.45558;0.39581;     -0.48040;0.45892;     -0.47132;0.49979;     -0.45513;0.47096
258.34483;     -0.42619;      0.44879;     -0.42407;0.40901;     -0.42465;0.44001;     -0.40982;0.40225;     -0.42764;0.42699;     -0.45005;0.46751;     -0.45613;0.39583;     -0.48091;0.45928;     -0.47168;0.50063;     -0.45549;0.47151
259.34483;     -0.42694;      0.44813;     -0.42452;0.40949;     -0.42499;0.44058;     -0.41017;0.40258;     -0.42805;0.42752;     -0.45034;0.4681;     -0.45681;0.39605;     -0.48143;0.4598;     -0.47206;0.50136;     -0.45588;0.4722
260.34483;     -0.42665;      0.44811;     -0.42497;0.40995;     -0.42534;0.44115;     -0.41062;0.40295;     -0.42843;0.428;     -0.45072;0.46871;     -0.45746;0.39635;     -0.48194;0.46028;     -0.47248;0.50205;     -0.45622;0.47283
261.34483;     -0.42696;      0.44897;     -0.42542;0.41042;     -0.42577;0.44171;     -0.41110;0.40332;     -0.42886;0.42849;     -0.45112;0.46928;     -0.45811;0.39676;     -0.48246;0.46073;     -0.47286;0.50286;     -0.45657;0.47331
262.34483;     -0.42750;      0.45010;     -0.42585;0.4109;     -0.42615;0.44229;     -0.41157;0.40366;     -0.42932;0.42898;     -0.45154;0.46988;     -0.45880;0.39718;     -0.48295;0.46134;     -0.47324;0.50366;     -0.45690;0.47389
263.34483;     -0.42794;      0.45110;     -0.42628;0.41137;     -0.42653;0.44286;     -0.41210;0.40401;     -0.42975;0.42947;     -0.45199;0.47043;     -0.45940;0.39752;     -0.48341;0.46196;     -0.47360;0.5044;     -0.45719;0.47454
264.34483;     -0.42881;      0.45180;     -0.42666;0.41186;     -0.42690;0.44346;     -0.41261;0.40439;     -0.43020;0.42998;     -0.45235;0.47099;     -0.46002;0.39783;     -0.48390;0.46257;     -0.47389;0.50509;     -0.45752;0.47524
265.34483;     -0.42871;      0.45191;     -0.42706;0.41237;     -0.42722;0.44403;     -0.41303;0.4048;     -0.43060;0.43045;     -0.45270;0.47156;     -0.46058;0.39811;     -0.48437;0.46313;     -0.47421;0.50574;     -0.45785;0.47587
266.34483;     -0.42869;      0.45178;     -0.42744;0.41285;     -0.42749;0.44456;     -0.41339;0.40526;     -0.43093;0.43096;     -0.45295;0.47209;     -0.46114;0.39844;     -0.48488;0.46369;     -0.47445;0.50638;     -0.45819;0.47648
267.34483;     -0.42914;      0.45236;     -0.42778;0.41332;     -0.42771;0.44505;     -0.41365;0.40576;     -0.43124;0.43145;     -0.45311;0.47265;     -0.46169;0.39877;     -0.48543;0.46424;     -0.47461;0.50698;     -0.45856;0.47712
268.34483;     -0.42959;      0.45337;     -0.42814;0.41378;     -0.42789;0.44554;     -0.41390;0.40629;     -0.43146;0.43192;     -0.45328;0.4732;     -0.46217;0.39906;     -0.48593;0.46474;     -0.47477;0.5076;     -0.45891;0.47781
269.34483;     -0.42988;      0.45491;     -0.42842;0.41427;     -0.42805;0.44602;     -0.41409;0.40685;     -0.43166;0.43245;     -0.45340;0.47377;     -0.46271;0.39945;     -0.48642;0.4652;     -0.47481;0.50823;     -0.45922;0.47858
270.34483;     -0.42968;      0.45576;     -0.42925;0.41479;     -0.42917;0.44651;     -0.41534;0.40739;     -0.43250;0.43295;     -0.45368;0.47438;     -0.46324;0.39977;     -0.48689;0.46568;     -0.47484;0.50892;     -0.45957;0.47928
271.34483;     -0.43157;      0.45590;     -0.43115;0.41533;     -0.43063;0.447;     -0.41641;0.40795;     -0.43401;0.43345;     -0.45569;0.47501;     -0.46555;0.40013;     -0.48951;0.46614;     -0.47693;0.50965;     -0.46179;0.47999
272.34483;     -0.43195;      0.45604;     -0.43184;0.41592;     -0.43102;0.4475;     -0.41675;0.40847;     -0.43469;0.43398;     -0.45677;0.47569;     -0.46666;0.40046;     -0.49016;0.46663;     -0.47751;0.51039;     -0.46230;0.48067
273.34483;     -0.43235;      0.45656;     -0.43270;0.41653;     -0.43079;0.44807;     -0.41753;0.40902;     -0.43526;0.4345;     -0.45668;0.47637;     -0.46786;0.40075;     -0.49082;0.46706;     -0.47841;0.51116;     -0.46283;0.48141
274.34483;     -0.43365;      0.45762;     -0.43311;0.41717;     -0.43189;0.44868;     -0.41861;0.40956;     -0.43597;0.43501;     -0.45733;0.47705;     -0.46967;0.40113;     -0.49233;0.46744;     -0.47890;0.5119;     -0.46379;0.48212
